id,apellido
307,ALEMAN
308,DE
309,HURTADO
310,PENA
311,CORDERO
312,VERGARA
313,FONSECA
314,BECERRIL
315,NUNEZ
316,LIRA
317,BUSTOS
318,MENA
319,ZAMUDIO
320,ARCOS
321,CANUL
322,SERNA
323,OSUNA
324,CORREA
325,VALADEZ
326,BALTAZAR
327,QUINTANA
328,SANTILLAN
329,RINCON
330,LUIS
331,CARREON
332,BADILLO
333,CAZARES
334,ADAME
335,JASSO
336,MILLAN
337,URBINA
338,DE
339,CHACON
340,HEREDIA
341,BUSTAMANTE
342,COLIN
343,PAZ
344,CASILLAS
345,MADRIGAL
346,ALCOCER
347,PEDRAZA
348,ZARAGOZA
349,VITE
350,MERINO
351,ROSADO
352,CUELLAR
353,PIÑA
354,TERAN
355,ALCARAZ
356,SALDAÑA
357,VENEGAS
358,ABARCA
359,SALVADOR
360,LAZARO
361,ORDAZ
362,DELGADILLO
363,ONTIVEROS
364,VICENTE
365,CHAVARRIA
366,MONTALVO
367,RUEDA
368,GORDILLO
369,LIMA
370,NORIEGA
371,CASAS
372,ROLDAN
373,CEDILLO
374,RAMON
375,BRITO
376,CARDONA
377,DORANTES
378,SAENZ
379,ANGULO
380,BRIONES
381,PUENTE
382,HINOJOSA
383,DE
384,YAÑEZ
385,MATUS
386,MOTA
387,FRANCISCO
388,TEJEDA
389,GARRIDO
390,PERALES
391,REYNOSO
392,GALEANA
393,MIGUEL
394,PULIDO
395,ALCALA
396,LIMON
397,NERI
398,NOLASCO
399,TREVIÑO
400,CADENA
401,MANZANO
402,PRADO
403,GONGORA
404,AVENDAÑO
405,VALLEJO
406,ALMANZA
407,ARGUELLES
408,BASILIO
409,LINARES
410,SARMIENTO
411,ALANIS
412,BETANCOURT
413,TRINIDAD
414,DAMIAN
415,MIRELES
416,FRIAS
417,JAIME
418,ANGEL
419,ARAUJO
420,MONTAÑO
421,PAEZ
422,VELASQUEZ
423,NEGRETE
424,CASTREJON
425,DZUL
426,PRIETO
427,RIVERO
428,MUNGUIA
429,MANCILLA
430,VELA
431,ANGUIANO
432,CAMARILLO
433,VIVEROS
434,VERDUGO
435,AMARO
436,MAYA
437,NARVAEZ
438,BERMUDEZ
439,CAMARGO
440,NICOLAS
441,SOLORZANO
442,CORRAL
443,MAGAÑA
444,TENORIO
445,ESPINO
446,JACOBO
447,SALDIVAR
448,OLMOS
449,CANCHE
450,AMAYA
451,MOCTEZUMA
452,OLIVA
453,POOT
454,BURGOS
455,BARBOSA
456,RUVALCABA
457,SEGOVIA
458,MELO
459,OROPEZA
460,LIZARRAGA
461,LARIOS
462,GASTELUM
463,LUCERO
464,ROBLERO
465,SALMERON
466,BANDA
467,ORNELAS
468,BARCENAS
469,SANTAMARIA
470,AREVALO
471,OVANDO
472,LORENZO
473,MARES
474,ALEJANDRO
475,CERDA
476,FIERRO
477,ALMAZAN
478,CATALAN
479,KU
480,MU!OZ
481,LANDA
482,VALDIVIA
483,GASPAR
484,GIRON
485,LOZADA
486,SANTOYO
487,NOVELO
488,CORONEL
489,LEDESMA
490,LOERA
491,PARTIDA
492,SORIA
493,ZUNIGA
494,BALAM
495,ALBARRAN
496,TELLO
497,AGUAYO
498,OLIVAS
499,MUÑIZ
500,ACEVES
501,RUELAS
502,ALMARAZ
503,PATIÑO
504,CAAMAL
505,ESTRELLA
506,CLEMENTE
507,CORNEJO
508,ZAMBRANO
509,CEPEDA
510,MELCHOR
511,SIFUENTES
512,LUCAS
513,BARRAZA
514,CASTILLEJOS
515,MARROQUIN
516,BOJORQUEZ
517,LLAMAS
518,LUCIO
519,ALDANA
520,PEDROZA
521,ALCANTAR
522,MONTEJO
523,HIGUERA
524,TOLENTINO
525,MEDELLIN
526,TAMAYO
527,LAGUNAS
528,PLATA
529,QUEVEDO
530,TIRADO
531,CHABLE
532,GARDUÑO
533,LEDEZMA
534,OLIVERA
535,MENDIETA
536,LEMUS
537,PIMENTEL
538,BENAVIDES
539,ARMENDARIZ
540,ORDOÑEZ
541,PUGA
542,CALVO
543,GAONA
544,BUENO
545,CENTENO
546,NARANJO
547,PORRAS
548,CANALES
549,PEREA
550,RAZO
551,REGALADO
552,MADRID
553,MANRIQUEZ
554,MOJICA
555,TUN
556,ALBA
557,ESCUDERO
558,SARABIA
559,ASTUDILLO
560,PANTOJA
561,ULLOA
562,CANTO
563,CAUICH
564,BALLESTEROS
565,LOYA
566,OLMEDO
567,CALIXTO
568,GARAY
569,OLEA
570,PRECIADO
571,NIEVES
572,ROJO
573,ZAVALETA
574,COLLI
575,CURIEL
576,LERMA
577,LUEVANO
578,PLASCENCIA
579,VILCHIS
580,CONDE
581,EUAN
582,CANCINO
583,DE
584,SERVIN
585,DZIB
586,OVIEDO
587,CRESPO
588,FAJARDO
589,JAUREGUI
590,LANDEROS
591,BLAS
592,ELIAS
593,MARCIAL
594,CASTELAN
595,BAEZA
596,ELIZALDE
597,MERAZ
598,TINOCO
599,DE
600,PINTO
601,BERNABE
602,ELIZONDO
603,AHUMADA
604,JURADO
605,MOYA
606,CARVAJAL
607,DIEGO
608,ARGUELLO
609,BOLAÑOS
610,POLANCO
611,JACINTO
612,LOMELI
613,CALVILLO
614,GODOY
615,TERRAZAS
616,ANTUNEZ
617,AZUARA
618,ECHEVERRIA
619,MAYORGA
620,DE
621,HARO
622,PELAEZ
623,ARIZMENDI
624,CARBALLO
625,JERONIMO
626,BOCANEGRA
627,VICTORIA
628,ZACARIAS
629,GALAVIZ
630,QUIJANO
631,PERAZA
632,MACEDO
633,ARCINIEGA
634,CELIS
635,GASCA
636,MOSQUEDA
637,ZAZUETA
638,MANUEL
639,MENDIOLA
640,OVALLE
641,SEPULVEDA
642,GARDUNO
643,ZURITA
644,CARDOSO
645,ARZATE
646,FALCON
647,ARVIZU
648,CAN
649,ESPINDOLA
650,LAZCANO
651,MANRIQUE
652,PUC
653,MAYO
654,VALLES
655,MATEOS
656,PASTRANA
657,ALEJO
658,DE
659,LOREDO
660,ALEGRIA
661,MATIAS
662,CALZADA
663,CAVAZOS
664,EK
665,FRAGOSO
666,PALOMO
667,SALCEDO
668,VILLAVICENCIO
669,ALAMILLA
670,INFANTE
671,REZA
672,AGUILA
673,CORRALES
674,PICHARDO
675,PABLO
676,BAÑUELOS
677,BLANCAS
678,CAMARENA
679,GUAJARDO
680,VILLAGOMEZ
681,CANSECO
682,CASARRUBIAS
683,ESTEBAN
684,GALAN
685,ORTA
686,ACUÑA
687,COBOS
688,JOSE
689,MANDUJANO
690,GARIBAY
691,BOBADILLA
692,FRAUSTO
693,MARCOS
694,MOO
695,ZENTENO
696,CABELLO
697,MIJANGOS
698,PARDO
699,SALCIDO
700,LICONA
701,PALAFOX
702,VALERIO
703,MANJARREZ
704,BASURTO
705,IZQUIERDO
706,LAGUNA
707,PANIAGUA
708,ROA
709,CID
710,AKE
711,CAMARA
712,CHAPARRO
713,HOLGUIN
714,JAVIER
715,JULIAN
716,LUJAN
717,PALOMINO
718,QUIÑONES
719,ARAIZA
720,CALVA
721,SIMON
722,ZAMARRIPA
723,PALOMARES
724,CONSTANTINO
725,FELIPE
726,CALLEJAS
727,CAMPUZANO
728,ISIDRO
729,LEZAMA
730,ALAVEZ
731,LAGUNES
732,ARANA
733,MARISCAL
734,PASCUAL
735,MIRAMONTES
736,NU!EZ
737,PADRON
738,VILLALBA
739,CEJA
740,POZOS
741,ARRIETA
742,CORDOBA
743,SANTACRUZ
744,BUSTILLOS
745,CASANOVA
746,CRISTOBAL
747,FABIAN
748,JARA
749,MAR
750,SEVILLA
751,GAMA
752,POOL
753,ZAMORANO
754,LECHUGA
755,VELARDE
756,BALBUENA
757,FARIAS
758,VIRGEN
759,BARRETO
760,HIPOLITO
761,CARLOS
762,IBAÑEZ
763,RADILLA
764,URIAS
765,ASCENCIO
766,GARCES
767,ALMEIDA
768,BARRANCO
769,DEL
770,USCANGA
771,PAT
772,CASTA!EDA
773,GRIMALDO
774,MACIEL
775,VILLEDA
776,MU%OZ
777,HUCHIN
778,MATEO
779,NIÑO
780,BARBA
781,MAGANA
782,REBOLLEDO
783,DIMAS
784,LOBATO
785,MEDEL
786,ONOFRE
787,VELAZCO
788,YANEZ
789,ALONZO
790,GRAJALES
791,IZAGUIRRE
792,NEVAREZ
793,ABURTO
794,BAÑOS
795,MOGUEL
796,VIZCARRA
797,CHAVIRA
798,VENCES
799,CASTAÑON
800,DAVALOS
801,RODARTE
802,BAZAN
803,BUENDIA
804,MARMOLEJO
805,OZUNA
806,RASCON
807,AMBROSIO
808,JARQUIN
809,MAGALLANES
810,SEGUNDO
811,UGALDE
812,DEL
813,MAGDALENO
814,MANZO
815,ZALDIVAR
816,BAILON
817,VALVERDE
818,BALLINAS
819,CARRIZALES
820,BACA
821,JUAN
822,LOEZA
823,MONREAL
824,GATICA
825,LOZA
826,OTERO
827,CARRO
828,GRACIA
829,OBREGON
830,PELAYO
831,POSADAS
832,MONTELONGO
833,PLIEGO
834,TOSCANO
835,VALLADARES
836,YAM
837,ALCAZAR
838,ESPIRITU
839,MENDIVIL
840,VILLASEÑOR
841,GALARZA
842,NU%EZ
843,SALDANA
844,ZEMPOALTECA
845,BARROSO
846,CARO
847,DE
848,GAXIOLA
849,MOROYOQUI
850,VILLALPANDO
851,FERIA
852,GURROLA
853,PARADA
854,GERONIMO
855,QUINTAL
856,SOLORIO
857,AGUSTIN
858,GARNICA
859,SAMANO
860,SAUCEDA
861,BARTOLO
862,BETANZOS
863,FAVELA
864,ANDRES
865,PINA
866,VILLAFUERTE
867,ALVA
868,MONCADA
869,SOBERANIS
870,DE
871,MERIDA
872,BOTELLO
873,FERRER
874,IGLESIAS
875,MORELOS
876,UICAB
877,VICENCIO
878,BALCAZAR
879,MONTESINOS
880,ENCISO
881,PORTILLA
882,CERVERA
883,DURON
884,BARRADAS
885,CHAPA
886,FARFAN
887,MAZA
888,PEREYRA
889,ARIZA
890,BRUNO
891,LANDERO
892,LEIJA
893,PE%A
894,BENITO
895,BUENROSTRO
896,CARPIO
897,CASTA%EDA
898,CUENCA
899,CETINA
900,COLORADO
901,CORZO
902,HILARIO
903,TINAJERO
904,ALBORES
905,KANTUN
906,OLAN
907,RODAS
908,ROMANO
909,VERDUZCO
910,MICHEL
911,AMBRIZ
912,DIRCIO
913,MAYORAL
914,ANZURES
915,BRISEÑO
916,GUARDADO
917,MENCHACA
918,MURO
919,ORDONEZ
920,PINZON
921,SEBASTIAN
922,AVILEZ
923,CALLEJA
924,VILLAR
925,WONG
926,DE
927,VIVAS
928,MAURICIO
929,MONSIVAIS
930,BALDERRAMA
931,ENCARNACION
932,PAYAN
933,VIDALES
934,ZU%IGA
935,ALATORRE
936,BALAN
937,CUETO
938,DUEÑAS
939,ESCALONA
940,ESTUDILLO
941,MANCERA
942,PAVON
943,TUZ
944,URIOSTEGUI
945,ARJONA
946,RAYA
947,SAMANIEGO
948,YEPEZ
949,CABRAL
950,MONTANO
951,MURGUIA
952,VALERA
953,VILLATORO
954,HUITRON
955,MINOR
956,MONTES
957,REAL
958,REBOLLAR
959,SAN
960,SERRATO
961,ARCEO
962,GRANDE
963,MURRIETA
964,CAYETANO
965,COUOH
966,CUERVO
967,FIERROS
968,OCAÑA
969,QUINTANAR
970,QUINTANILLA
971,ALDAMA
972,LUCIANO
973,TADEO
974,TORAL
975,VALDOVINOS
976,CAB
977,CARREÑO
978,IGNACIO
979,PERERA
980,PRIEGO
981,TALAVERA
982,TERRONES
983,ADAN
984,ARREGUIN
985,ENCINAS
986,GARZON
987,MELGAREJO
988,PINO
989,ABAD
990,ABREGO
991,AGUERO
992,CERINO
993,JACOME
994,NOYOLA
995,PASTOR
996,VALENTIN
997,AMEZCUA
998,BASTIDA
999,CHARLES
1000,CHUC
1001,CORPUS
1002,RONQUILLO
1003,ALFONSO
1004,BEJARANO
1005,SUASTEGUI
1006,CHIMAL
1007,NOH
1008,NUCAMENDI
1009,ALMAGUER
1010,BORJA
1011,CAMPA
1012,CANDIA
1013,DIAZ
1014,HOYOS
1015,REA
1016,VACA
1017,JUSTO
1018,VIERA
1019,GREGORIO
1020,INZUNZA
1021,VILLAGRAN
1022,COLUNGA
1023,JAQUEZ
1024,ZETINA
1025,CASTORENA
1026,CERECEDO
1027,PATRICIO
1028,QUIÑONEZ
1029,RIZO
1030,VIEYRA
1031,ALLENDE
1032,CEN
1033,CORIA
1034,CUAPIO
1035,GERARDO
1036,RASGADO
1037,VARA
1038,YOCUPICIO
1039,AGUIAR
1040,GABRIEL
1041,LIEVANO
1042,TIBURCIO
1043,VALTIERRA
1044,CELAYA
1045,FREGOSO
1046,TALAMANTES
1047,VALERO
1048,VERDIN
1049,VILLELA
1050,ALVARO
1051,BUENFIL
1052,CHE
1053,LIZAMA
1054,OCEGUEDA
1055,SALOMON
1056,VIGUERAS
1057,AYON
1058,BARRERAS
1059,BORGES
1060,HUESCA
1061,MAGA%A
1062,MARRUFO
1063,QUIROGA
1064,CARRETO
1065,PUENTES
1066,ARMAS
1067,CONCHA
1068,MERA
1069,VIVAR
1070,GRIJALVA
1071,HERMOSILLO
1072,MUNIZ
1073,ZU!IGA
1074,ARZOLA
1075,CAUDILLO
1076,COUTIÏ¿½O
1077,MACHADO
1078,MANZANARES
1079,OLIVO
1080,RAFAEL
1081,ASTORGA
1082,PINEDO
1083,RICARDEZ
1084,SAINZ
1085,VITAL
1086,BIBIANO
1087,MACHUCA
1088,MANZANAREZ
1089,MORGADO
1090,OSORNIO
1091,PICAZO
1092,TAMEZ
1093,ESPADAS
1094,NAAL
1095,SAN
1096,SANABRIA
1097,TOBON
1098,COELLO
1099,DANIEL
1100,ESCALERA
1101,ESPEJEL
1102,MUNDO
1103,SILVESTRE
1104,TREVINO
1105,ARAMBULA
1106,BORREGO
1107,ARELLANES
1108,BORBON
1109,CERQUEDA
1110,MUÏ¿½OZ
1111,PATRON
1112,SOLARES
1113,BARBOZA
1114,DE
1115,FARRERA
1116,GILES
1117,PIEDRA
1118,POPOCA
1119,SABIDO
1120,AGUILLON
1121,LARRAGA
1122,LOAEZA
1123,LORA
1124,MALPICA
1125,SOBERANES
1126,BANUELOS
1127,BAZALDUA
1128,BRICENO
1129,BURCIAGA
1130,MARIANO
1131,PIÑON
1132,TOPETE
1133,AVELAR
1134,DE
1135,HERVERT
1136,LLANES
1137,SEDANO
1138,TORREBLANCA
1139,VALDERRAMA
1140,VALENTE
1141,APODACA
1142,BEDOLLA
1143,CANCHOLA
1144,ESTEVEZ
1145,GERMAN
1146,ROSARIO
1147,TRISTAN
1148,URRUTIA
1149,VILLASANA
1150,CELESTINO
1151,CHAIREZ
1152,MONTENEGRO
1153,MONTERRUBIO
1154,MONZON
1155,URBANO
1156,ALANIZ
1157,AZPEITIA
1158,FELICIANO
1159,LORIA
1160,MADERA
1161,CASTILLA
1162,CHINO
1163,COCOM
1164,COSME
1165,FABELA
1166,GANDARA
1167,MUJICA
1168,GOVEA
1169,LONGORIA
1170,NUÏ¿½EZ
1171,PERDOMO
1172,RUANO
1173,SERRALDE
1174,TAVERA
1175,CACERES
1176,ESQUEDA
1177,VELOZ
1178,ALBERTO
1179,MARBAN
1180,MONTEMAYOR
1181,PEREDA
1182,PEÑALOZA
1183,TOMAS
1184,YESCAS
1185,ABRAJAN
1186,ARGAEZ
1187,BUITIMEA
1188,CADENAS
1189,DE
1190,DEL
1191,DIONICIO
1192,HUIZAR
1193,MALAGON
1194,MELLADO
1195,NIEBLAS
1196,OSORNO
1197,PE!A
1198,POSADA
1199,VICTORIANO
1200,ESLAVA
1201,EVANGELISTA
1202,RAYON
1203,BERNARDINO
1204,DUQUE
1205,MELGAR
1206,NOCHEBUENA
1207,OREA
1208,PUEBLA
1209,UCAN
1210,ALEJANDRE
1211,CAZAREZ
1212,DEL
1213,DELFIN
1214,HDEZ
1215,MOSSO
1216,PASCACIO
1217,QUIJADA
1218,RAYGOZA
1219,VALDIVIESO
1220,FLOTA
1221,LOYOLA
1222,MUÃ¿OZ
1223,ZUMAYA
1224,DE
1225,ESQUER
1226,GRAJEDA
1227,INTERIAN
1228,LEY
1229,MEX
1230,TEJADA
1231,BONIFACIO
1232,CALDERA
1233,DOLORES
1234,ORIHUELA
1235,SIBAJA
1236,TABOADA
1237,GARFIAS
1238,JESUS
1239,RABAGO
1240,ROSETE
1241,TOLEDANO
1242,VILLALVAZO
1243,ZAMARRON
1244,HAU
1245,LABASTIDA
1246,SEGOVIANO
1247,VILLASENOR
1248,ARANGO
1249,BRACAMONTES
1250,CARDOZA
1251,VIVANCO
1252,YAH
1253,ANCONA
1254,LUMBRERAS
1255,MORIN
1256,MUNIVE
1257,PIOQUINTO
1258,SANJUAN
1259,CARCAMO
1260,CENICEROS
1261,CORAL
1262,CORNELIO
1263,GLORIA
1264,LLANOS
1265,OLALDE
1266,PATINO
1267,PINTOR
1268,VENANCIO
1269,BARON
1270,ECHAVARRIA
1271,ZARAZUA
1272,ALPIZAR
1273,BORJAS
1274,CASIANO
1275,COSIO
1276,ESPITIA
1277,GUILLERMO
1278,URZUA
1279,ALPUCHE
1280,ARECHIGA
1281,CARRANCO
1282,GARDEA
1283,LANDIN
1284,NAPOLES
1285,PEDRO
1286,SANSORES
1287,SILVERIO
1288,TORIBIO
1289,TOVILLA
1290,AUSTRIA
1291,AVIÑA
1292,BERUMEN
1293,CAHUICH
1294,COBIAN
1295,COLLAZO
1296,NOGUEZ
1297,PEÏ¿½A
1298,RABADAN
1299,VILLALVA
1300,CESPEDES
1301,CORTINA
1302,MONTAÑEZ
1303,PENAGOS
1304,ABUNDIS
1305,AGUADO
1306,CANTERO
1307,DORADO
1308,LEPE
1309,RESENDEZ
1310,SANTES
1311,TEC
1312,UGARTE
1313,ZARCO
1314,ALQUICIRA
1315,CABRALES
1316,CARAVEO
1317,DE
1318,ENTZIN
1319,GERALDO
1320,MIS
1321,QUINONES
1322,RAYMUNDO
1323,SIMENTAL
1324,URESTI
1325,ZERMEÑO
1326,CAMILO
1327,COB
1328,FRAIRE
1329,GAYOSSO
1330,LOZOYA
1331,OLIVER
1332,PASILLAS
1333,PIZANO
1334,PLAZA
1335,URIARTE
1336,AVELINO
1337,CAMPOY
1338,CAPETILLO
1339,CHAVERO
1340,DELOYA
1341,GONZAGA
1342,GRANILLO
1343,LORENZANA
1344,MARTELL
1345,RAMIRO
1346,SAMPEDRO
1347,SERAFIN
1348,VARGUEZ
1349,AVENDANO
1350,CABAÑAS
1351,COMPEAN
1352,LICEA
1353,LOMAS
1354,MONTER
1355,ORTEGON
1356,PANTALEON
1357,PELCASTRE
1358,REJON
1359,VERDE
1360,APONTE
1361,ATILANO
1362,CHAGOYA
1363,ITURBIDE
1364,LEGORRETA
1365,LIMAS
1366,MAYORQUIN
1367,NINO
1368,PENALOZA
1369,PUCH
1370,PUERTO
1371,SALGUERO
1372,AVITIA
1373,CASTANON
1374,CRISOSTOMO
1375,CUESTA
1376,MARCELO
1377,MIRON
1378,PALACIO
1379,XOLALPA
1380,AMEZQUITA
1381,AZAMAR
1382,BALBOA
1383,BARRALES
1384,EGUIA
1385,ESCANDON
1386,GERVACIO
1387,LINO
1388,LUJANO
1389,MANCILLAS
1390,MAZARIEGOS
1391,ORONA
1392,PAZOS
1393,ROCHIN
1394,BERMEJO
1395,CEDANO
1396,CIGARROA
1397,GUIZAR
1398,ROGEL
1399,SALADO
1400,ACUNA
1401,CEREZO
1402,CULEBRO
1403,GIJON
1404,NUÃ¿EZ
1405,OLIVEROS
1406,OSEGUERA
1407,TRIANA
1408,CHIN
1409,LARES
1410,MONTA%O
1411,RUMBO
1412,ZAPIEN
1413,ARRIOLA
1414,CIENFUEGOS
1415,CORRO
1416,DEL
1417,ESCOTO
1418,LANDAVERDE
1419,ORDUÑO
1420,PINACHO
1421,RETANA
1422,SANTANDER
1423,ZENDEJAS
1424,CASTELLON
1425,COLLADO
1426,LEOS
1427,MAAS
1428,MIER
1429,MU#OZ
1430,QUIRINO
1431,TAMAY
1432,ARGUETA
1433,ARISTA
1434,BASULTO
1435,BOLANOS
1436,CATARINO
1437,CRISPIN
1438,DE
1439,ESPINOBARROS
1440,GUADALUPE
1441,HORTA
1442,JARDON
1443,LAMAS
1444,LUQUE
1445,MAZON
1446,TEODORO
1447,ZEFERINO
1448,ESPEJO
1449,ITURBE
1450,MILAN
1451,MORQUECHO
1452,OLARTE
1453,TREVI#O
1454,ANASTACIO
1455,BRAMBILA
1456,CIPRIANO
1457,MACEDA
1458,MONGE
1459,MONTANEZ
1460,VERASTEGUI
1461,ZALETA
1462,ANIMAS
1463,CARRAZCO
1464,DE
1465,NATAREN
1466,ORDOÏ¿½EZ
1467,REBOLLO
1468,RUFINO
1469,SANTIBAÑEZ
1470,TOBIAS
1471,VELIZ
1472,BRICE%O
1473,CASIMIRO
1474,COCA
1475,DEL
1476,GAITAN
1477,MANZANILLA
1478,MINA
1479,POBLANO
1480,ROSA
1481,ROSENDO
1482,VIZCAINO
1483,XOOL
1484,ZUÃ¿IGA
1485,ALDAPE
1486,AYUSO
1487,BERISTAIN
1488,BRINGAS
1489,CLARA
1490,DE
1491,ESPERICUETA
1492,GUEL
1493,I%IGUEZ
1494,KOYOC
1495,LLANAS
1496,LUVIANO
1497,MAYEN
1498,MELENDREZ
1499,PIZA
1500,ROLON
1501,SAHAGUN
1502,VANEGAS
1503,ZAYAS
1504,CARDIEL
1505,CARRION
1506,CHALE
1507,ENCINO
1508,EUGENIO
1509,FACUNDO
1510,GUDIÑO
1511,JORGE
1512,LASTRA
1513,LAZO
1514,MAS
1515,NAZARIO
1516,SABINO
1517,TAVIRA
1518,TIJERINA
1519,VAQUERA
1520,VILLAGRANA
1521,BACAB
1522,CANDELARIA
1523,CETZ
1524,CHAVARIN
1525,CORTAZAR
1526,GUARNEROS
1527,LAUREL
1528,LUGARDO
1529,MARINO
1530,MATAMOROS
1531,MORFIN
1532,MORONES
1533,OCAÏ¿½A
1534,PARGA
1535,PEREIRA
1536,RAYAS
1537,SOBERANO
1538,TORREZ
1539,UTRERA
1540,UTRILLA
1541,VICTORIO
1542,APOLINAR
1543,AZCORRA
1544,CHIM
1545,ILLESCAS
1546,MELGOZA
1547,NARCISO
1548,ORTIGOZA
1549,PALOMEQUE
1550,PENICHE
1551,POZO
1552,TAVARES
1553,VIGIL
1554,VILLAMIL
1555,WALLE
1556,ARCHUNDIA
1557,BACILIO
1558,CALVARIO
1559,COLMENARES
1560,CUPUL
1561,FRAGA
1562,HONORATO
1563,JOAQUIN
1564,LEINES
1565,LOYO
1566,MASCORRO
1567,MENDO
1568,OBISPO
1569,ORDUÑA
1570,PEREDO
